NOMBRE_TUI;CATEGORIA_TUI;DIRECCION_TUI;LATITUD_TUI;LONGITUD_TUI;DESCRIPCION_TUI;WEBSITE;TELEFONO;HORARIO;Categoria_1;Categoria_2;Categoria_3
Alen Canto rodado;hoteles;Avenida Olmo,  45215 , Spain;4014038;-397460;;https://alencantorodado-com.ueniweb.com/?utm_campaign=gmb;649 66 89 31;;;;
Vino Para;hoteles;Calle del Viso, 16 45215 El Viso de San Juan, Spain;4014041;-397543;;https://www.vinopara.es/contactenos;623 27 16 65;;;;
Gestión Informática Administración Local, S.A. (GIALSA);hoteles;Calle Río, 14 45215 El Viso de San Juan, Spain;4014474;-392217;;http://www.gialsarecaudacion.com/;925 50 21 72;Monday: 9:00?AM?–?1:00?PM | Tuesday: 9:00?AM?–?1:00?PM | Wednesday: 9:00?AM?–?1:00?PM | Thursday: 9:00?AM?–?1:00?PM | Friday: 9:00?AM?–?1:00?PM | Saturday: Closed | Sunday: Closed;;;
Tirolina el Viso de San Juan;hoteles;Urbanización Apr 14,  45215 , Spain;4013982;-392445;;;;;;;
Usegur;hoteles;Calle Beatriz, 4 45215 El Viso de San Juan, Spain;4014299;-392256;;;925 55 99 70;;;;
Dos-F Desatrancos;hoteles;Calle Viñas, 6 45215 El Viso de San Juan, Spain;4014147;-392328;;https://www.dosf-desatrancos-toledo.es/es/;925 52 62 53;;;;
Asesoría Fiscal, Laboral y tributaria en El Viso de San Juan | Sarayt Bisval;hoteles;Travesía del Río, 6 45215 El Viso de San Juan, Spain;4014517;-392160;;https://www.saraytbisval.es/;932 20 62 50;Monday: 9:00?AM?–?7:00?PM | Tuesday: 9:00?AM?–?7:00?PM | Wednesday: 9:00?AM?–?7:00?PM | Thursday: 9:00?AM?–?7:00?PM | Friday: 9:00?AM?–?3:00?PM | Saturday: Closed | Sunday: Closed;;;
2 impresores Artes Graficas;hoteles;Travesía del Río,  45215 El Viso de San Juan, Spain;4014519;-392154;;;644 57 31 75;;;;
Bar La Llave del Faro;hoteles;Calle del Viso, 1 45215 El Viso de San Juan, Spain;4013984;-397598;;;615 14 20 98;Monday: 7:00?AM?–?12:00?AM | Tuesday: Closed | Wednesday: 7:00?AM?–?12:00?AM | Thursday: 7:00?AM?–?12:00?AM | Friday: 7:00?AM?–?12:00?AM | Saturday: 8:00?AM?–?12:00?AM | Sunday: 8:30?AM?–?12:00?AM;;;
Protección Civil El Viso de San Juan;hoteles;Calle Nuevas Escuelas, 20 45215 El Viso de San Juan, Spain;4014429;-392174;;https://www.facebook.com/pcelvisodesanjuan/;606 80 68 26;Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours;;;
Fontaneros Fomilla;hoteles;Plaza Gallo, 14 45215 El Viso de San Juan, Spain;4014351;-392196;;https://www.fontanerosfomilla.com/;925 52 67 58;Monday: 9:30?AM?–?2:00?PM, 3:00?–?6:30?PM | Tuesday: 9:30?AM?–?2:00?PM, 3:00?–?6:30?PM | Wednesday: 9:30?AM?–?2:00?PM, 3:00?–?6:30?PM | Thursday: 9:30?AM?–?2:00?PM, 3:00?–?6:30?PM | Friday: 9:30?AM?–?2:00?PM, 3:00?–?6:30?PM | Saturday: Closed | Sunday: Closed;;;
Dalydent;hoteles;Calle Caño, 2 45215 El Viso de San Juan, Spain;4014315;-392189;;;;;;;
Estanco;hoteles;Calle Eras Altas, 4 45215 El Viso de San Juan, Spain;4014500;-392076;;;925 55 90 46;Monday: 9:30?AM?–?2:00?PM, 5:00?–?8:00?PM | Tuesday: 9:30?AM?–?2:00?PM, 5:00?–?8:00?PM | Wednesday: 9:30?AM?–?2:00?PM, 5:00?–?8:00?PM | Thursday: 9:30?AM?–?2:00?PM, 5:00?–?8:00?PM | Friday: 9:30?AM?–?2:00?PM, 5:00?–?8:00?PM | Saturday: 9:30?AM?–?2:00?PM | Sunday: Closed;;;
Urbanización El Barrero;hoteles;Avenida del Sol, 34 45215 El Viso de San Juan, Spain;4015379;-392032;;;;;;;
Zonetop S.L.;hoteles;Calle Jaen, 16 45215 El Viso de San Juan, Spain;4014018;-392264;;https://zonetop-s-l.ueniweb.com/?utm_campaign=gmb;619 17 51 00;;;;
Regalos El Rocio;hoteles;Calle Romana, 7 45215 El Viso de San Juan, Spain;4014463;-392053;;;;Monday: 9:00?AM?–?2:00?PM, 5:00?–?8:30?PM | Tuesday: 9:00?AM?–?2:00?PM, 5:00?–?8:30?PM | Wednesday: 9:00?AM?–?2:00?PM, 5:00?–?8:30?PM | Thursday: 9:00?AM?–?2:00?PM, 5:00?–?8:30?PM | Friday: 9:00?AM?–?2:00?PM, 5:00?–?8:30?PM | Saturday: 9:00?AM?–?2:00?PM, 5:00?–?8:00?PM | Sunday: 9:00?AM?–?2:00?PM;;;
El viso de san juan;hoteles;Poligono Rustica, 370 45215 El Viso de San Juan, Spain;4013427;-392763;;http://www.elvisodesanjuan.es/;925 55 96 48;;;;
Joaquín del Hierro López;hoteles;Calle Caño, 3 45215 El Viso de San Juan, Spain;4014282;-392105;;;925 55 91 60;;;;
Cafetería Arrebato;bares;Plaza de la Constitución,  45215 El Viso de San Juan, Spain;4014280;-392066;;;689 02 88 82;Monday: Closed | Tuesday: 8:00?AM?–?11:00?PM | Wednesday: 8:00?AM?–?11:00?PM | Thursday: 8:00?AM?–?11:00?PM | Friday: 8:00?AM?–?12:00?AM | Saturday: 8:00?AM?–?12:00?AM | Sunday: 8:00?AM?–?11:00?PM;;;
Bar la oficina;bares;Calle Fragua, 1 45215 El Viso de San Juan, Spain;4014301;-391939;;;679 70 64 24;Monday: 8:30?AM?–?11:00?PM | Tuesday: 8:30?AM?–?11:00?PM | Wednesday: Closed | Thursday: 8:30?AM?–?11:00?PM | Friday: 8:30?AM?–?12:00?AM | Saturday: 8:30?AM?–?12:00?AM | Sunday: 8:30?AM?–?11:00?PM;;;
PRIMOS BAR;bares;Calle Carretas,  45215 El Viso de San Juan, Spain;4013949;-391815;;;925 27 97 38;Monday: 7:00?AM?–?12:00?AM | Tuesday: 7:00?AM?–?12:00?AM | Wednesday: 7:00?AM?–?12:00?AM | Thursday: 7:00?AM?–?12:00?AM | Friday: 7:00?AM?–?12:00?AM | Saturday: 9:00?AM?–?1:00?AM | Sunday: 9:00?AM?–?12:00?AM;;;
La Cerveceria;bares;Carretera Cedillo, 0 45215 El Viso de San Juan, Spain;4013895;-391843;;http://g.page/la-cervecer%C3%ADa-toledo;618 75 98 10;Monday: 9:00?AM?–?10:00?PM | Tuesday: 9:00?AM?–?10:00?PM | Wednesday: Closed | Thursday: 9:00?AM?–?10:00?PM | Friday: 9:00?AM?–?12:00?AM | Saturday: 9:00?AM?–?12:00?AM | Sunday: 9:00?AM?–?10:00?PM;;;
Discoteca Nilah;discotecas;Polígono Rústica-6, 94 45215 El Viso de San Juan, Spain;4014138;-391662;;https://www.instagram.com/discotecanilah_?igsh=MXdvcHh4ZjM1NW1oNw==;604 52 73 10;Monday: Closed | Tuesday: Closed | Wednesday: Closed | Thursday: Closed | Friday: 11:00?PM?–?6:00?AM | Saturday: 11:00?PM?–?6:00?AM | Sunday: Closed;;;
El Pajar De Marchante;parque;Calle Carranque,  45215 El Viso de San Juan, Spain;4017336;-395219;;;;Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours;;;
Romboidal Park;parque;Calle Sevilla, 22X 45215 El Viso de San Juan, Spain;4014009;-392053;;;;Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours;;;
Fuente agua;parque;Carretera Cedillo, 9 45215 El Viso de San Juan, Spain;4014113;-391824;;;;;;;
Cerro De Las Cabezuelas;parque;Parque Arqueologico de Carranque,  45216 Carranque, Spain;4017560;-393916;;;;Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours;;;
Pizzerías;restaurante;,  45215 El Viso de San Juan, Spain;4014374;-391965;;;;;;;
Döner Kebab El Viso De San Juan;restaurante;Calle Ermita, 16 45215 El Viso de San Juan, Spain;4014487;-391779;;;825 93 01 38;Monday: 1:00?–?4:00?PM, 6:00?PM?–?12:00?AM | Tuesday: 1:00?–?4:00?PM, 6:00?PM?–?12:00?AM | Wednesday: 1:00?–?4:00?PM, 6:00?PM?–?12:00?AM | Thursday: 1:00?–?4:00?PM, 6:00?PM?–?12:00?AM | Friday: 6:00?PM?–?1:00?AM | Saturday: 1:00?–?4:00?PM, 6:00?PM?–?1:00?AM | Sunday: 1:00?–?4:00?PM, 6:00?PM?–?12:00?AM;;;
Soto Manducha;restaurante;Carretera Casarrubios, 0 S N 45215 Viso De San Juan ( El, Spain;4014182;-391728;;;925 59 22 05;;;;
Pizzería Kary;restaurante;Travesía España, 2 45215 El Viso de San Juan, Spain;4014529;-391609;;https://pizzeriakary.com/;925 62 97 88;Monday: Closed | Tuesday: Closed | Wednesday: Closed | Thursday: 7:00?–?11:00?PM | Friday: 7:00?PM?–?12:00?AM | Saturday: 7:00?PM?–?12:00?AM | Sunday: 7:00?–?11:00?PM;;;
Bamba Longue Club;restaurante;TO-2034,  45215 El Viso de San Juan, Spain;4014218;-391696;;;615 01 00 37;;;;
Parroquia de Santa María Magdalena;iglesias;Plaza Iglesia, 2 45215 El Viso de San Juan, Spain;4014276;-391954;;;;Monday: 5:00?–?6:30?PM | Tuesday: Closed | Wednesday: 10:30?–?11:30?AM | Thursday: 5:30?–?6:30?PM | Friday: 5:30?–?6:30?PM | Saturday: 6:30?–?8:00?PM | Sunday: 11:00?AM?–?1:00?PM;;;
Illescas;hoteles;,  45200 Illescas, Spain;4012628;-384899;;;;;;;
Complejo París;hoteles;Carretera Ugena, 8 45200 Illescas, Spain;4013018;-384527;;http://www.complejoparis.com/;925 51 27 87;;;;
Hotel Real De Illescas;hoteles;Plaza Hermanos Fernández Criado,  45200 Illescas, Spain;4012452;-384932;;http://www.hotelrealillescas.es/;925 54 16 99;Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours;;;
El Bohío;hoteles;Avenida Castilla La Mancha, 81 45200 Illescas, Spain;4012639;-384629;;http://www.elbohio.net/;925 51 11 26;Monday: Closed | Tuesday: Closed | Wednesday: 1:30?–?3:45?PM, 8:30?–?10:45?PM | Thursday: 1:30?–?3:45?PM, 8:30?–?10:45?PM | Friday: 1:30?–?3:45?PM, 8:30?–?10:45?PM | Saturday: 1:30?–?3:45?PM, 8:30?–?10:45?PM | Sunday: 1:30?–?4:00?PM;;;
BBVA;hoteles;Calle Real, 90 45200 Illescas, Spain;4012581;-384802;;https://www.bbva.es/;925 51 15 12;Monday: 8:30?AM?–?2:15?PM | Tuesday: 8:30?AM?–?2:15?PM | Wednesday: 8:30?AM?–?2:15?PM | Thursday: 8:30?AM?–?2:15?PM | Friday: 8:30?AM?–?2:15?PM | Saturday: Closed | Sunday: Closed;;;
OYO Hotel Route 42;hoteles;Calle Sierra de Albarracín, 8 45200 Illescas, Spain;4016329;-381934;;https://www.aldahotels.es/hoteles/castilla-la-mancha/toledo/hotel-alda-route-42;925 15 71 67;Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours;;;
Asesoría Manuel Mayoral, S.L.;hoteles;Calle Francisco Guzmán, 34 45200 Illescas, Spain;4012442;-384664;;http://www.asesoriamayoral.es/;925 54 08 89;Monday: 9:00?AM?–?3:00?PM | Tuesday: 9:00?AM?–?3:00?PM | Wednesday: 9:00?AM?–?3:00?PM | Thursday: 9:00?AM?–?3:00?PM | Friday: 9:00?AM?–?3:00?PM | Saturday: Closed | Sunday: Closed;;;
1st Instance and Instruction Court No.1;hoteles;Calle Monjas, 6 45200 Illescas, Spain;4012552;-385083;;http://www.poderjudicial.es/cgpj/es/Servicios/Directorio/ch.Directorio-de-Organos-Judiciales.formato3/?provincia=45;925 53 22 46;Monday: 9:00?AM?–?2:00?PM | Tuesday: 9:00?AM?–?2:00?PM | Wednesday: 9:00?AM?–?2:00?PM | Thursday: 9:00?AM?–?2:00?PM | Friday: 9:00?AM?–?2:00?PM | Saturday: Closed | Sunday: Closed;;;
SC Herrajes;hoteles;Avenida de las Naciones, 31 45200 Illescas, Spain;4015233;-382434;;http://sc-herrajes.com/;925 51 24 24;Monday: 7:00?AM?–?3:00?PM | Tuesday: 7:00?AM?–?3:00?PM | Wednesday: 7:00?AM?–?3:00?PM | Thursday: 7:00?AM?–?3:00?PM | Friday: 7:00?AM?–?3:00?PM | Saturday: Closed | Sunday: Closed;;;
Globaltrans Toledo;hoteles;Avenida de los Metales, 31 45200 Illescas, Spain;4014327;-382955;;https://www.globaltranstoledo.com/;925 51 25 89;Monday: 9:00?AM?–?2:00?PM, 4:00?–?8:00?PM | Tuesday: 9:00?AM?–?2:00?PM, 4:00?–?8:00?PM | Wednesday: 9:00?AM?–?2:00?PM, 4:00?–?8:00?PM | Thursday: 9:00?AM?–?2:00?PM, 4:00?–?8:00?PM | Friday: 9:00?AM?–?2:00?PM, 4:00?–?8:00?PM | Saturday: 9:00?–?11:00?AM | Sunday: Closed;;;
Aluminios y Cerrajerias Burgos;hoteles;Calle París, 14 45200 Illescas, Spain;4013241;-384708;;http://www.aluminiosycerrajeriasburgos.com/;676 30 58 43;Monday: 9:00?AM?–?2:00?PM, 4:30?–?8:00?PM | Tuesday: 9:00?AM?–?2:00?PM, 4:30?–?8:00?PM | Wednesday: 9:00?AM?–?2:00?PM, 4:30?–?8:00?PM | Thursday: 9:00?AM?–?2:00?PM, 4:30?–?8:00?PM | Friday: 9:00?AM?–?2:00?PM, 4:30?–?8:00?PM | Saturday: 9:00?AM?–?1:30?PM | Sunday: Closed;;;
Ambulancias la Sagra;hoteles;Calle Practicante José Ignacio Fernández, 29 45200 Illescas, Spain;4013397;-385562;;https://ambulanciaslasagra.es/;925 54 11 57;;;;
AUTOLUNAS ALFRA;hoteles;Calle Estaño, 58 45200 Illescas, Spain;4014590;-382969;;;925 50 96 26;Monday: 6:00?AM?–?5:00?PM | Tuesday: 6:00?AM?–?5:00?PM | Wednesday: 6:00?AM?–?5:00?PM | Thursday: 6:00?AM?–?5:00?PM | Friday: 6:00?AM?–?5:00?PM | Saturday: Closed | Sunday: Closed;;;
Making Golf Illescas;hoteles;Avenida Europa, 13 45200 Illescas, Spain;4015358;-384471;;;925 51 77 44;;;;
Pilla el Pollo;hoteles;Avenida Europa, 6 45200 Illescas, Spain;4015480;-384072;;https://pillaelpollo.es/;695 95 42 25;Monday: Closed | Tuesday: Closed | Wednesday: 10:00?AM?–?4:30?PM | Thursday: 10:00?AM?–?4:30?PM | Friday: 10:00?AM?–?4:30?PM | Saturday: 10:00?AM?–?4:30?PM | Sunday: 10:00?AM?–?4:30?PM;;;
Peluquería YOYMA;hoteles;Avenida Europa, s/n 45200 Illescas, Spain;4015498;-383785;;;925 51 75 24;Monday: Closed | Tuesday: 10:00?AM?–?2:00?PM, 4:00?–?8:00?PM | Wednesday: 10:00?AM?–?2:00?PM, 4:00?–?8:00?PM | Thursday: 10:00?AM?–?2:00?PM, 4:00?–?8:00?PM | Friday: 10:00?AM?–?2:00?PM, 4:00?–?8:00?PM | Saturday: 10:00?AM?–?3:00?PM | Sunday: Closed;;;
Dragados;hoteles;Calle Ernesto Sábato, 0 45200 Illescas, Spain;4015020;-383554;;;925 59 22 63;;;;
Salón 10 Centro de peluquería y estética;hoteles;Calle Julio Cortázar, 10 45200 Illescas, Spain;4015065;-383539;;https://www.salon10peluqueria.com/;925 52 16 47;Monday: 10:00?AM?–?2:00?PM, 4:00?–?8:00?PM | Tuesday: 10:00?AM?–?2:00?PM, 4:00?–?8:00?PM | Wednesday: 10:00?AM?–?2:00?PM, 4:00?–?8:00?PM | Thursday: 10:00?AM?–?2:00?PM, 4:00?–?8:00?PM | Friday: 10:00?AM?–?2:00?PM, 4:00?–?8:00?PM | Saturday: 9:00?AM?–?2:00?PM | Sunday: Closed;;;
IberCold;hoteles;Calle Ernesto Sábato,  45200 Illescas, Spain;4015053;-383521;;https://ibercold.com/;916 65 09 61;Monday: 8:00?AM?–?2:00?PM, 3:00?–?5:00?PM | Tuesday: 8:00?AM?–?2:00?PM | Wednesday: 8:00?AM?–?2:00?PM, 3:00?–?5:00?PM | Thursday: 8:00?AM?–?2:00?PM, 3:00?–?5:00?PM | Friday: 8:00?AM?–?2:00?PM, 3:00?–?5:00?PM | Saturday: Closed | Sunday: Closed;;;
Ugena;hoteles;,  45217 Ugena, Spain;4015858;-387698;;;;;;;
ScultradeArt;hoteles;Calle las Villas, 141Ñ 45200 Illescas, Spain;4016056;-384382;;;925 51 91 46;;;;
Pizzería Santarromana;hoteles;Calle Ernesto Sábato, 8 45200 Illescas, Spain;4015028;-383475;;https://santarromanapizzeria.com/;925 79 86 89;;;;
Dominios Electricos S.L.;hoteles;,  45200 Illescas, Spain;4013406;-383739;;http://www.doel.es/;925 53 24 50;Monday: 7:00?AM?–?3:00?PM | Tuesday: 7:00?AM?–?3:00?PM | Wednesday: 7:00?AM?–?3:00?PM | Thursday: 7:00?AM?–?3:00?PM | Friday: 7:00?AM?–?2:00?PM | Saturday: Closed | Sunday: Closed;;;
Fiestas a la Carta;hoteles;Avenida Intergolf, 5 45200 Illescas, Spain;4015802;-383871;;http://www.fiestasalacarta.es/;617 95 28 65;Monday: 5:00?–?7:30?PM | Tuesday: 5:00?–?9:00?PM | Wednesday: 5:00?–?9:00?PM | Thursday: 5:00?–?9:00?PM | Friday: 5:00?–?9:00?PM | Saturday: 5:00?–?9:00?PM | Sunday: 5:00?–?9:00?PM;;;
SERVITEC-ILLESCAS;hoteles;Calle los Altos, 2 45200 Illescas, Spain;4015894;-383977;;;620 73 62 14;;;;
huertos Aroca;hoteles;Camino Boadilla, 1 45200 Illescas, Spain;4013757;-384942;;http://huertosaroca.es.tl/;;;;;
Plaza de Toros de Illescas;hoteles;,  45200 Illescas, Spain;4013753;-384693;;;;Monday: Closed | Tuesday: Closed | Wednesday: Closed | Thursday: Closed | Friday: 10:00?AM?–?2:00?PM, 5:00?–?8:00?PM | Saturday: 10:00?AM?–?2:00?PM, 5:00?–?8:00?PM | Sunday: 10:00?AM?–?2:00?PM, 5:00?–?8:00?PM;;;
Lemon y Medio;hoteles;Avenida Intergolf, 26 45200 Illescas, Spain;4015791;-383704;;;657 05 16 07;;;;
Public School Clara Campoamor;hoteles;Calle Pedro Almodóvar,  45200 Illescas, Spain;4013816;-385605;;http://ceip-claracampoamorillescas.centros.castillalamancha.es/;925 54 29 48;Monday: 9:00?AM?–?2:00?PM | Tuesday: 9:00?AM?–?2:00?PM | Wednesday: 9:00?AM?–?2:00?PM | Thursday: 9:00?AM?–?2:00?PM | Friday: 9:00?AM?–?2:00?PM | Saturday: Closed | Sunday: Closed;;;
Vulca-Cas;hoteles;Calle Hermanos Provenza, 18 45200 Illescas, Spain;4013183;-384547;;http://www.vulcacas.com/;925 51 29 58;Monday: 7:00?AM?–?3:00?PM | Tuesday: 7:00?AM?–?3:00?PM | Wednesday: 7:00?AM?–?3:00?PM | Thursday: 7:00?AM?–?3:00?PM | Friday: 7:00?AM?–?3:00?PM | Saturday: Closed | Sunday: Closed;;;
AERODINTEC, S.L.;hoteles;Calle Carlos Saura, 87 45200 Illescas, Spain;4013595;-385537;;;925 05 18 38;;;;
Poligón & Naturalia & Multiconfort;hoteles;Carretera Illescas, Km 3 45217 Ugena, Spain;4014831;-386902;;http://www.poligon.es/;902 35 25 25;Monday: 8:30?AM?–?6:30?PM | Tuesday: 8:30?AM?–?6:30?PM | Wednesday: 8:30?AM?–?6:30?PM | Thursday: 8:30?AM?–?6:30?PM | Friday: 8:30?AM?–?6:30?PM | Saturday: Closed | Sunday: Closed;;;
Cauchos Payvi;hoteles;Calle Iridio, 18 45200 Illescas, Spain;4013999;-383104;;https://www.cauchospayvi.com/;925 51 14 90;Monday: 7:00?AM?–?3:00?PM | Tuesday: 7:00?AM?–?3:00?PM | Wednesday: 7:00?AM?–?3:00?PM | Thursday: 7:00?AM?–?3:00?PM | Friday: 7:00?AM?–?3:00?PM | Saturday: Closed | Sunday: Closed;;;
AQUA ION FILTER;hoteles;Calle Estaño, 58 45200 Illescas, Spain;4014409;-383194;;;925 90 33 52;;;;
Reciclado de Aceite Usado S.L.L.;hoteles;Calle Estaño, 23 45200 Illescas, Spain;4014459;-383157;;https://reacus.com/;665 51 43 84;Monday: 9:00?AM?–?6:00?PM | Tuesday: 9:00?AM?–?6:00?PM | Wednesday: 9:00?AM?–?6:00?PM | Thursday: 9:00?AM?–?6:00?PM | Friday: 9:00?AM?–?6:00?PM | Saturday: Closed | Sunday: Closed;;;
taller;hoteles;Calle Estaño, 65 45200 Illescas, Spain;4014467;-383132;;;;;;;
Castrometal;hoteles;Calle Estaño, nº 30 45200 Illescas, Spain;4014476;-383116;;https://www.castrometal.es/;667 99 12 09;Monday: 8:00?AM?–?7:00?PM | Tuesday: 8:00?AM?–?7:00?PM | Wednesday: 8:00?AM?–?7:00?PM | Thursday: 8:00?AM?–?7:00?PM | Friday: 8:00?AM?–?7:00?PM | Saturday: Closed | Sunday: Closed;;;
Escuela Infantil Canguros;hoteles;Calle Galatea,  45200 Illescas, Spain;4013596;-385841;;http://www.eicanguros.es/;925 54 14 09;Monday: 7:00?AM?–?6:00?PM | Tuesday: 7:00?AM?–?6:00?PM | Wednesday: 7:00?AM?–?6:00?PM | Thursday: 7:00?AM?–?6:00?PM | Friday: 7:00?AM?–?6:00?PM | Saturday: Closed | Sunday: Closed;;;
POLICÍA LOCAL ILLESCAS.;hoteles;Calle Joaquin Costa, 28 45200 Illescas, Spain;4013452;-384987;;;925 54 00 08;Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours;;;
Dragados;hoteles;Calle Valladolid, 0 45217 Ugena, Spain;4015214;-387012;;;925 53 33 70;;;;
Soco Betanzos;hoteles;Calle las Brisas, 16 45200 Illescas, Spain;4016097;-383561;;https://www.esteticaillescassocobetanzos.com/;699 91 58 82;Monday: 9:00?AM?–?9:00?PM | Tuesday: 9:00?AM?–?9:00?PM | Wednesday: 9:00?AM?–?9:00?PM | Thursday: 9:00?AM?–?9:00?PM | Friday: 9:00?AM?–?6:00?PM | Saturday: Closed | Sunday: Closed;;;
Young Creation Space Illescas;hoteles;Calle Joaquin Costa, 26 45200 Illescas, Spain;4013411;-384949;;;925 54 11 45;Monday: 8:15?AM?–?2:00?PM, 5:00?–?9:00?PM | Tuesday: 9:00?AM?–?2:00?PM, 5:00?–?9:00?PM | Wednesday: 9:00?AM?–?2:00?PM, 5:00?–?9:00?PM | Thursday: 9:00?AM?–?2:00?PM, 5:00?–?9:00?PM | Friday: 9:00?AM?–?2:00?PM, 5:00?–?9:00?PM | Saturday: Closed | Sunday: Closed;;;
Sur Automóviles;hoteles;,  45200 Illescas, Spain;4014560;-382994;;http://www.surautomoviles.es/;655 42 99 24;Monday: 10:00?AM?–?1:30?PM, 4:00?–?8:00?PM | Tuesday: 10:00?AM?–?1:30?PM, 4:00?–?8:00?PM | Wednesday: 10:00?AM?–?1:30?PM, 4:00?–?8:00?PM | Thursday: 10:00?AM?–?1:30?PM, 4:00?–?8:00?PM | Friday: 10:00?AM?–?1:30?PM, 4:00?–?8:00?PM | Saturday: Closed | Sunday: Closed;;;
CrossFit Elesta Illescas;hoteles;Calle Estaño, 67 45200 Illescas, Spain;4014660;-382940;;https://www.elestafitness.com/;646 67 07 96;Monday: 7:00?AM?–?10:00?PM | Tuesday: 7:00?AM?–?10:00?PM | Wednesday: 7:00?AM?–?10:00?PM | Thursday: 7:00?AM?–?10:00?PM | Friday: 7:00?AM?–?10:00?PM | Saturday: 9:00?AM?–?1:00?PM | Sunday: Closed;;;
GLOBAL RELAX I Sillones de masaje, saunas y masajeadores corporales;hoteles;Avenida del Oro, 13 45200 Illescas, Spain;4014669;-382922;;https://www.globalrelax.com/es/;925 90 33 48;Monday: 8:30?AM?–?5:30?PM | Tuesday: 8:30?AM?–?5:30?PM | Wednesday: 8:30?AM?–?5:30?PM | Thursday: 8:30?AM?–?5:30?PM | Friday: 8:30?AM?–?2:30?PM | Saturday: Closed | Sunday: Closed;;;
Alfa Inmobiliaria;hoteles;Avenida Santa Clara, 6 45200 Illescas, Spain;4015468;-382961;;;925 51 88 73;;;;
FREMAP Illescas;hoteles;Carretera Ugena, 14 45200 Illescas, Spain;4013365;-384944;;https://www.fremap.es/Conocenos/CentrosInstalaciones/Paginas/DetalleCentro.aspx?idCentro=142;925 54 02 35;Monday: 8:00?AM?–?7:30?PM | Tuesday: 8:00?AM?–?7:30?PM | Wednesday: 8:00?AM?–?7:30?PM | Thursday: 8:00?AM?–?7:30?PM | Friday: 8:00?AM?–?6:00?PM | Saturday: Closed | Sunday: Closed;;;
Tu Web On Line;hoteles;Calle Cura Peroperez, 13 45200 Illescas, Spain;4013431;-385640;;http://webonline.es/;607 42 80 34;Monday: 9:00?AM?–?2:00?PM, 5:00?–?8:30?PM | Tuesday: 9:00?AM?–?2:00?PM, 5:00?–?8:30?PM | Wednesday: 9:00?AM?–?2:00?PM, 5:00?–?8:30?PM | Thursday: 9:00?AM?–?2:00?PM, 5:00?–?8:30?PM | Friday: 9:00?AM?–?2:00?PM, 5:00?–?8:30?PM | Saturday: 9:00?AM?–?2:00?PM | Sunday: Closed;;;
Talleres;hoteles;Avenida de los Metales, 58 45200 Illescas, Spain;4014073;-383196;;;;Monday: 9:00?AM?–?1:30?PM, 4:00?–?7:00?PM | Tuesday: 9:00?AM?–?1:30?PM, 4:00?–?7:00?PM | Wednesday: 9:00?AM?–?1:30?PM, 4:00?–?7:00?PM | Thursday: 9:00?AM?–?1:30?PM, 4:00?–?7:00?PM | Friday: 9:00?AM?–?1:30?PM, 4:00?–?7:00?PM | Saturday: Closed | Sunday: Closed;;;
Dental Clinic Lordship;hoteles;Avenida Santa Clara, 5 45200 Illescas, Spain;4015378;-382868;;https://dentalugenaseñorio.com/;925 51 89 27;Monday: 10:00?AM?–?2:00?PM, 4:30?–?8:30?PM | Tuesday: 10:00?AM?–?2:00?PM, 4:30?–?8:30?PM | Wednesday: 10:00?AM?–?2:00?PM, 4:30?–?8:30?PM | Thursday: 10:00?AM?–?2:00?PM, 4:30?–?8:30?PM | Friday: 10:00?AM?–?2:00?PM, 4:30?–?8:30?PM | Saturday: Closed | Sunday: Closed;;;
Refralia;hoteles;,  45200 Señorio de Illescas, Spain;4015377;-382867;;;925 51 91 06;;;;
Electricidad Hermanos Garcia SL;hoteles;Calle Hermanos Provenza, 7 45200 Illescas, Spain;4013140;-384598;;;925 51 13 77;Monday: 8:00?AM?–?1:00?PM, 3:00?–?6:00?PM | Tuesday: 8:00?AM?–?1:00?PM, 3:00?–?6:00?PM | Wednesday: 8:00?AM?–?1:00?PM, 3:00?–?6:00?PM | Thursday: 8:00?AM?–?1:00?PM, 3:00?–?6:00?PM | Friday: 8:00?AM?–?3:00?PM | Saturday: Closed | Sunday: Closed;;;
